"file","field","type","units","meaning","missing","source"
"data/cmr_model_input.rds","C_Ma","numeric length 18","fish","Annual unmarked smolt captures at Matapedia as supplied to final CMR likelihood; not historical first-recapture subset","NA: structurally excluded observation, unused index slot or model-estimated proportion, according to field definition","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","C_Mo","numeric length 18","fish","Annual unmarked smolt captures at Moses as supplied to final CMR likelihood; not historical first-recapture subset","NA: structurally excluded observation, unused index slot or model-estimated proportion, according to field definition","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","C_U","numeric length 18","fish","Annual unmarked smolt captures at Upsalquitch as supplied to final CMR likelihood; not historical first-recapture subset","NA: structurally excluded observation, unused index slot or model-estimated proportion, according to field definition","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","I_p","numeric 18x4","dimensionless","18x4 active production-component column indices; use only first n_p_dir[t] entries in each row","NA: structurally excluded observation, unused index slot or model-estimated proportion, according to field definition","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","I_w","numeric 18x5","dimensionless","18x5 binary operation matrix; columns Kedgwick, Upsalquitch, Matapedia, Butters, Moses; model equations retained exactly","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","M_B","numeric length 18","fish","Annual marked fish released at Butters used in final CMR marked pool","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","M_B_mort","numeric length 18","fish","Marked-fish mortality adjustment for Butters subtracted in executed downstream marked-pool calculation","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","M_K","numeric length 18","fish","Annual marked fish released at Kedgwick used in final CMR marked pool","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","M_K_mort","numeric length 18","fish","Marked-fish mortality adjustment for Kedgwick subtracted in executed downstream marked-pool calculation","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","M_Ma","numeric length 18","fish","Annual marked fish released at Matapedia used in final CMR marked pool","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","M_Ma_mort","numeric length 18","fish","Marked-fish mortality adjustment for Matapedia subtracted in executed downstream marked-pool calculation","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","M_Mo","numeric length 18","fish","Annual marked fish released at Moses used in final CMR marked pool","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","M_Mo_mort","numeric length 18","fish","Marked-fish mortality adjustment for Moses subtracted in executed downstream marked-pool calculation","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","M_U","numeric length 18","fish","Annual marked fish released at Upsalquitch used in final CMR marked pool","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","M_U_mort","numeric length 18","fish","Marked-fish mortality adjustment for Upsalquitch subtracted in executed downstream marked-pool calculation","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","R_B","numeric length 18","fish","Annual marked smolt recaptures at Butters used in final CMR binomial likelihood","NA: structurally excluded observation, unused index slot or model-estimated proportion, according to field definition","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","R_K","numeric length 18","fish","Annual marked smolt recaptures at Kedgwick used in final CMR binomial likelihood","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","R_Ma","numeric length 18","fish","Annual marked smolt recaptures at Matapedia used in final CMR binomial likelihood","NA: structurally excluded observation, unused index slot or model-estimated proportion, according to field definition","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","R_Mo","numeric length 18","fish","Annual marked smolt recaptures at Moses used in final CMR binomial likelihood","NA: structurally excluded observation, unused index slot or model-estimated proportion, according to field definition","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","R_U","numeric length 18","fish","Annual marked smolt recaptures at Upsalquitch used in final CMR binomial likelihood","NA: structurally excluded observation, unused index slot or model-estimated proportion, according to field definition","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","T","numeric length 1","dimensionless","18 annual rows, t=1:18 corresponds to 2002:2019","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","alpha","numeric 18x4","dimensionless","18x4 normalized habitat-based production weights for Kedgwick, Upsalquitch, Matapedia and residual watershed; Dirichlet gamma shapes multiply eta_alphaN","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","index_no_mark_B","numeric length 18","dimensionless","Binary inclusion index for Butters downstream likelihood; zero skips years without marking support","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","index_no_mark_Mo","numeric length 18","dimensionless","Binary inclusion index for Moses downstream likelihood; zero skips years without marking support","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","n_p_dir","numeric length 18","dimensionless","Length-18 number of active production components per year","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_model_input.rds","p_smolt_prod","numeric 18x4","dimensionless","18x4 production proportions; structural zeros supplied, NA active entries estimated by normalized gamma variables; columns Kedgwick, Upsalquitch, Matapedia, residual watershed","NA: structurally excluded observation, unused index slot or model-estimated proportion, according to field definition","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_RP1","numeric 1","dimensionless","Initial probability for p_RP1 in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_MM","numeric 1","dimensionless","Initial probability for p_MM in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_Rx1","numeric 1","dimensionless","Initial probability for p_Rx1 in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_R1a","numeric 1","dimensionless","Initial probability for p_R1a in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_R1b","numeric 1","dimensionless","Initial probability for p_R1b in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_R2a","numeric 1","dimensionless","Initial probability for p_R2a in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_Rx2b","numeric 1","dimensionless","Initial probability for p_Rx2b in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_Rx2a","numeric 1","dimensionless","Initial probability for p_Rx2a in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_R2b","numeric 1","dimensionless","Initial probability for p_R2b in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_R3a","numeric 1","dimensionless","Initial probability for p_R3a in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_R3b","numeric 1","dimensionless","Initial probability for p_R3b in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_Rest","numeric 1","dimensionless","Initial probability for p_Rest in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_Z1a","numeric 1","dimensionless","Initial probability for p_Z1a in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_Z2a","numeric 1","dimensionless","Initial probability for p_Z2a in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_Z2b","numeric 1","dimensionless","Initial probability for p_Z2b in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_dodge","numeric 1","dimensionless","Initial probability for p_dodge in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_Z3b","numeric 1","dimensionless","Initial probability for p_Z3b in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_Z5b_Z4a","numeric 1","dimensionless","Initial probability for p_Z5b_Z4a in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$p_Z5b_Z4ab","numeric 1","dimensionless","Initial probability for p_Z5b_Z4ab in each of three chains; observation mapping in receiver_metadata and transition equation in model","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$Z1_a","numeric 45","dimensionless","Initial latent state Z1_a length 45 in fish_index order; deterministic complements not initialized","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$Z2_a","numeric 45","dimensionless","Initial latent state Z2_a length 45 in fish_index order; deterministic complements not initialized","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$Z2_b","numeric 45","dimensionless","Initial latent state Z2_b length 45 in fish_index order; deterministic complements not initialized","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$Z3_ab_dodge","numeric 45","dimensionless","Initial latent state Z3_ab_dodge length 45 in fish_index order; deterministic complements not initialized","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$Z4_b","numeric 45","dimensionless","Initial latent state Z4_b length 45 in fish_index order; deterministic complements not initialized","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$Z5_b","numeric 45","dimensionless","Initial latent state Z5_b length 45 in fish_index order; deterministic complements not initialized","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$.RNG.name","character 1","dimensionless","JAGS random generator base::Mersenne-Twister in each chain","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/state_space_initial_values.rds","[[chain]]$.RNG.seed","integer 1","dimensionless","Explicit seeds 20230122, 20230123 and 20230124, in chain order","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$mu_theta_K","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial mean logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$mu_theta_U","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial mean logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$mu_theta_Ma","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial mean logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$mu_theta_Mo","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial mean logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$mu_theta_B","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial mean logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$sigma_theta_K","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial SD logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$sigma_theta_U","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial SD logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$sigma_theta_Ma","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial SD logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$sigma_theta_Mo","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial SD logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$sigma_theta_B","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial SD logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$eta_alphaN","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial Dirichlet concentration hyperparameter","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$delta","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial active gamma production components, rows year and columns active-component order","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$L_theta_K","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial annual logit probability of capture for named trap; source vector length follows defined stochastic nodes","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$L_theta_U","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial annual logit probability of capture for named trap; source vector length follows defined stochastic nodes","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$L_theta_Ma","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial annual logit probability of capture for named trap; source vector length follows defined stochastic nodes","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$L_theta_Mo","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial annual logit probability of capture for named trap; source vector length follows defined stochastic nodes","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$L_theta_B","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial annual logit probability of capture for named trap; source vector length follows defined stochastic nodes","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$Nm_tot","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial total abundance by year","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$.RNG.name","numeric vector/matrix or RNG string","dimensionless except abundance in fish","JAGS base::Mersenne-Twister generator","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$original[[chain]]$.RNG.seed","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Seeds 202107 and 202108 in chain order","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","settings$original$monitor","integer or character vector","iterations/count or parameter names","Complete final monitored variable names; used without alteration in optional refit","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","settings$original$total_iterations","integer or character vector","iterations/count or parameter names","10500000 total MCMC iterations, excluding separate adaptation","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","settings$original$burnin","integer or character vector","iterations/count or parameter names","500000 burn-in iterations","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","settings$original$thinning","integer or character vector","iterations/count or parameter names","Retain every 2000th post-burn-in iteration","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","settings$original$chains","integer or character vector","iterations/count or parameter names","Two chains","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$mu_theta_K","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial mean logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$mu_theta_U","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial mean logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$mu_theta_Ma","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial mean logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$mu_theta_Mo","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial mean logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$mu_theta_B","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial mean logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$sigma_theta_K","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial SD logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$sigma_theta_U","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial SD logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$sigma_theta_Ma","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial SD logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$sigma_theta_Mo","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial SD logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$sigma_theta_B","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial SD logit probability-of-capture hyperparameter for named trap","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$eta_alphaN","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial Dirichlet concentration hyperparameter","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$delta","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial active gamma production components, rows year and columns active-component order","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$L_theta_K","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial annual logit probability of capture for named trap; source vector length follows defined stochastic nodes","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$L_theta_U","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial annual logit probability of capture for named trap; source vector length follows defined stochastic nodes","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$L_theta_Ma","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial annual logit probability of capture for named trap; source vector length follows defined stochastic nodes","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$Nm_tot","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial total abundance by year","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$L_theta_B_cond","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial annual logit probability of capture for named trap; source vector length follows defined stochastic nodes","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$L_theta_Mo_cond","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Initial annual logit probability of capture for named trap; source vector length follows defined stochastic nodes","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$.RNG.name","numeric vector/matrix or RNG string","dimensionless except abundance in fish","JAGS base::Mersenne-Twister generator","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","initial_values$split[[chain]]$.RNG.seed","numeric vector/matrix or RNG string","dimensionless except abundance in fish","Seeds 202107 and 202108 in chain order","NA or absent field: leave stochastic initialization to JAGS or skip deterministic/nonexistent node, as in source","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","settings$split$monitor","integer or character vector","iterations/count or parameter names","Complete final monitored variable names; used without alteration in optional refit","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","settings$split$total_iterations","integer or character vector","iterations/count or parameter names","10500000 total MCMC iterations, excluding separate adaptation","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","settings$split$burnin","integer or character vector","iterations/count or parameter names","1000000 burn-in iterations","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","settings$split$thinning","integer or character vector","iterations/count or parameter names","Retain every 2000th post-burn-in iteration","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"data/cmr_initial_values.rds","settings$split$chains","integer or character vector","iterations/count or parameter names","Two chains","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"derived-data/published_state_space_draws.rds","draws","R list component","as defined","Numeric array 3400 retained iterations x 3 chains x 199 parameter columns; unchanged joint chain order; 19 probability parameters and four 45-fish state vectors Z2_a, Z4_b, Z3_ab_dodge, Z4_ab. Named third dimension; do not shuffle independently across columns","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"derived-data/published_state_space_draws.rds","fish_id","R list component","as defined","Length-45 character tag vector maps bracketed fish indices to tags","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"derived-data/published_state_space_draws.rds","retained_iterations_per_chain","R list component","as defined","3400 published retained iterations per chain","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"derived-data/published_state_space_draws.rds","chains","R list component","as defined","Three preserved chains","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"derived-data/published_state_space_draws.rds","archived_burnin_metadata","R list component","as defined","Saved fit metadata: 10000; public refit uses author-resolved 9800","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"derived-data/published_state_space_draws.rds","thinning","R list component","as defined","Published spacing: 100 iterations","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"derived-data/published_state_space_draws.rds","refit_burnin","R list component","as defined","Authoritative optional-refit burn-in 9800","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"derived-data/published_state_space_draws.rds","refit_total_iterations","R list component","as defined","Optional-refit total 350000, not additional post-burn-in iterations","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"derived-data/published_state_space_draws.rds","monitor","R list component","as defined","Complete final monitoring set used when refitting; compact archive contains only columns needed for displayed outputs","Not allowed","Audited final analysis; source_output_crosswalk.csv"
"derived-data/published_state_space_draws.rds","source","R list component","as defined","Archive lineage statement; no machine path or bulky sampler internals","Not allowed","Audited final analysis; source_output_crosswalk.csv"
